type,text
ham,Yo sorry was in the shower sup
ham,Carlos is down but I have to pick it up from h...
ham,Full heat pa:-) i have applyed oil pa.
ham,I'm stuck in da middle of da row on da right h...
ham,Have you laid your airtel line to rest?
ham,Hi did u decide wot 2 get 4 his bday if not il...
spam,FreeMsg: Txt: CALL to No: 86888 & claim your r...
ham,"""Hey j! r u feeling any better, hopeSo hunny. ..."
ham,And I don't plan on staying the night but I pr...
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!
ham,"I need an 8th but I'm off campus atm, could I ..."
ham,Oh... Haha... Den we shld had went today too.....
ham,Been running but only managed 5 minutes and th...
ham,We live in the next &lt;#&gt; mins
ham,Y de asking like this.
ham,Just glad to be talking to you.
ham,Wat time ¨¹ finish?
ham,Sorry da. I gone mad so many pending works wha...
ham,How much you got for cleaning
ham,hows my favourite person today? r u workin har...
spam,Sunshine Quiz! Win a super Sony DVD recorder i...
ham,? called dad oredi...
ham,Good. do you think you could send me some pix?...
ham,Nvm... I'm going to wear my sport shoes anyway...
ham,"Sorry, I'll call later In meeting."
ham,THIS IS A LONG FUCKIN SHOWR
ham,"Received, understood n acted upon!"
ham,They finally came to fix the ceiling.
ham,U need my presnts always bcz U cant mis love. ...
ham,Jus finish blowing my hair. U finish dinner al...
ham,I'm on the bus. Love you
ham,Lol ... I knew that .... I saw him in the doll...
spam,Please call our customer service representativ...
spam,Todays Voda numbers ending with 7634 are selec...
ham,Only saturday and sunday holiday so its very d...
ham,Everybody had fun this evening. Miss you.
ham,"Got hella gas money, want to go on a grand nat..."
ham,"I'm in a meeting, call me later at"
ham,Oh wow thats gay. Will firmware update help
ham,These won't do. Have to move on to morphine
ham,How come i din c ¨¹... Yup i cut my hair...
ham,K k pa Had your lunch aha.
ham,Oh ho. Is this the first time u use these type...
ham,Captain vijaykanth is doing comedy in captain ...
ham,Of course. I guess god's just got me on hold r...
ham,Do you hide anythiing or keeping distance from me
ham,Havent.
spam,You are being ripped off! Get your mobile cont...
ham,Sorry i din lock my keypad.
ham,Did u got that persons story
ham,Are you planning to come chennai?
spam,We tried to contact you re your reply to our o...
ham,God created gap btwn ur fingers so dat sum1 vr...
ham,We are okay. Going to sleep now. Later
ham,Please protect yourself from e-threats. SIB ne...
ham,Finally it has happened..! Aftr decades..! BEE...
spam,A ?400 XMAS REWARD IS WAITING FOR YOU! Our com...
ham,Where r e meeting tmr?
ham,Lol yes. But it will add some spice to your day.
ham,Hope you are having a great day.
ham,Our Prasanth ettans mother passed away last ni...
ham,"K, I'll work something out"
spam,PRIVATE! Your 2003 Account Statement for shows...
ham,This message is from a great Doctor in India:-...
ham,I cant pick the phone right now. Pls send a me...
ham,You call him and tell now infront of them. Cal...
ham,Ok no prob...
ham,Ladies first and genus second k .
ham,No. Yes please. Been swimming?
ham,Mum not going robinson already.
ham,Ok set let u noe e details later...
ham,Not..tel software name..
ham,I send the print outs da.
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO
ham,"When I was born, GOD said, ""Oh No! Another IDI..."
ham,"I didnt get ur full msg..sometext is missing, ..."
ham,"Probably not, I'm almost out of gas and I get ..."
spam,Customer service announcement. We recently tri...
ham,I forgot 2 ask ¨¹ all smth.. There's a card on...
ham,I'm leaving my house now.
spam,"Hi babe its Chloe, how r u? I was smashed on s..."
ham,? ready then call me...
ham,Wewa is 130. Iriver 255. All 128 mb.
ham,It is a good thing I'm now getting the connect...
ham,Sry da..jst nw only i came to home..
ham,"That's cool he'll be here all night, lemme kno..."
ham,Are you staying in town ?
ham,"Haha yeah, 2 oz is kind of a shitload"
ham,Ok u can take me shopping when u get paid =D
ham,"My life Means a lot to me, Not because I love ..."
ham,"Alright we'll bring it to you, see you in like..."
ham,But pls dont play in others life.
ham,Eatin my lunch...
ham,Hmmm.but you should give it on one day..
ham,"Didn't try, g and I decided not to head out"
ham,Ok no prob
ham,Surly ill give it to you:-) while coming to re...
ham,"By march ending, i should be ready. But will c..."
ham,Tessy..pls do me a favor. Pls convey my birthd...
ham,Pls give her the food preferably pap very slow...
spam,URGENT! Your Mobile No 07808726822 was awarded...
ham,A guy who gets used but is too dumb to realize...
ham,"Okey dokey, i¡®ll be over in a bit just sortin..."
ham,Don no da:)whats you plan?
ham,Yes fine
spam,WIN: We have a winner! Mr. T. Foley won an iPo...
ham,I liked the new mobile
ham,Anytime...
ham,Mmmmmmm *snuggles into you* ...*deep contented...
ham,Yar but they say got some error.
ham,Hey anyway i have to :-)
ham,Wow so healthy. Old airport rd lor. Cant thk o...
ham,Wif my family booking tour package.
ham,"Did you say bold, then torch later. Or one tor..."
ham,"Haha awesome, I might need to take you up on t..."
ham,Ya i knw u vl giv..its ok thanks kano..anyway ...
ham,Huh so slow i tot u reach long ago liao... U 2...
ham,Thats cool princess! I will cover your face in...
ham,Big brother¡®s really scraped the barrel with ...
ham,Oops i thk i dun haf enuff... I go check then ...
ham,S:)8 min to go for lunch:)
ham,Hey. What happened? U switch off ur cell d who...
ham,"K will do, addie &amp; I are doing some art so..."
ham,My uncles in Atlanta. Wish you guys a great se...
ham,Aiyo... Her lesson so early... I'm still sleep...
ham,Forgot to tell ¨¹ smth.. Can ¨¹ like number th...
ham,"Yup. Anything lor, if u dun wan it's ok..."
ham,"I'm home, my love ... If your still awake ... ..."
ham,HELLO PEACH! MY CAKE TASTS LUSH!
spam,FREE GAME. Get Rayman Golf 4 FREE from the O2 ...
ham,There'll be a minor shindig at my place later ...
ham,Jason says it's cool if we pick some up from h...
spam,Had your mobile 10 mths? Update to the latest ...
ham,I (Career Tel) have added u as a contact on IN...
ham,I've reached already.
ham,I dont know ask to my brother. Nothing problem...
ham,K:)eng rocking in ashes:)
ham,Wat time r ¨¹ going to xin's hostel?
ham,Good Morning my Dear Shijutta........... Have ...
spam,Buy Space Invaders 4 a chance 2 win orig Arcad...
ham,Oh k:)after that placement there ah?
ham,"Not for possession, especially not first offense"
ham,Nt only for driving even for many reasons she ...
ham,I bought the test yesterday. Its something tha...
ham,We have pizza if u want
ham,"I keep seeing weird shit and bein all ""woah"" t..."
ham,Many more happy returns of the day. I wish you...
ham,Ya very nice. . .be ready on thursday
ham,I am in hospital da. . I will return home in e...
ham,"""Thinking of u ;) x"""
spam,Camera - You are awarded a SiPix Digital Camer...
ham,Orh i tot u say she now still dun believe.
ham,"When you just put in the + sign, choose my num..."
ham,The beauty of life is in next second.. which h...
ham,Thanx u darlin!im cool thanx. A few bday drink...
ham,"If you're still up, maybe leave the credit car..."
spam,Your weekly Cool-Mob tones are ready to downlo...
ham,Well boy am I glad G wasted all night at apple...
spam,Cashbin.co.uk (Get lots of cash this weekend!)...
ham,Ok lor... Or u wan me go look 4 u?
ham,U wan 2 haf lunch i'm in da canteen now.
ham,Don't make life too stressfull.. Always find t...
ham,"hey, looks like I was wrong and one of the kap..."
spam,URGENT! Your Mobile number has been awarded wi...
spam,Thanks 4 your continued support Your question ...
ham,I'm home. Doc gave me pain meds says everythin...
ham,It's ¨¦ only 140ard...?restallard140ard...?restallard 180 at...
ham,Me too! Have a lovely night xxx
ham,Prepare to be pleasured :)
ham,Hi.:)technical support.providing assistance to...
ham,if you text on your way to cup stop that shoul...
ham,Whens your radio show?
spam,Your unique user ID is 1172. For removal send ...
ham,I'm not sure if its still available though
ham,watever reLation u built up in dis world only ...
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA C...
ham,Hi..i got the money da:)
ham,"Hi, Mobile no. &lt;#&gt; has added you in th..."
ham,Ok then u tell me wat time u coming later lor.
ham,U repeat e instructions again. Wat's e road na...
ham,So many people seems to be special at first si...
ham,Quite lor. But dun tell him wait he get compla...
ham,Sorry completely forgot * will pop em round th...
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R...
ham,O we cant see if we can join denis and mina? O...
ham,Sen told that he is going to join his uncle fi...
ham,Yup... Hey then one day on fri we can ask miwa...
ham,"Call me, i am senthil from hsbc."
ham,Especially since i talk about boston all up in...
ham,Indeed and by the way it was either or - not b...
spam,Urgent -call 09066649731from Landline. Your co...
ham,Holy living christ what is taking you so long
ham,? thk of wat to eat tonight.
ham,Thanx. Yup we coming back on sun. Finish dinne...
ham,We're on the opposite side from where we dropp...
ham,Yup. Izzit still raining heavily cos i'm in e ...
ham,Send me your resume:-)
ham,Gd luck 4 ur exams :-)
ham,Or u ask they all if next sat can a not. If al...
ham,Sorry that was my uncle. I.ll keep in touch
ham,Saw Guys and Dolls last night with Patrick Swa...
spam,URGENT This is our 2nd attempt to contact U. Y...
spam,Santa calling! Would your little ones like a c...
ham,Just come home. I don't want u to be miserable
ham,I dont know why she.s not getting your messages
ham,its cool but tyler had to take off so we're go...
ham,The guy at the car shop who was flirting with ...
ham,Reverse is cheating. That is not mathematics.
ham,How do you plan to manage that
ham,"Er, hello, things didn¡®t quite go to plan ?is..."
ham,Sorry for the delay. Yes masters
ham,Call me when u finish then i come n pick u.
spam,PRIVATE! Your 2004 Account Statement for 07849...
ham,What's up my own oga. Left my phone at home an...
ham,"Don't worry though, I understand how important..."
ham,"Honey, can you pls find out how much they sell..."
ham,E admin building there? I might b slightly ear...
ham,"fyi I'm at usf now, swing by the room whenever"
ham,i can call in &lt;#&gt; min if thats ok
ham,Ummmmmaah Many many happy returns of d day my ...
ham,? no home work to do meh...
ham,Anything is valuable in only 2 situations: Fir...
ham,Me too. Mark is taking forever to pick up my p...
ham,How's ur paper?
ham,Got smaller capacity one? Quite ex...
spam,Check Out Choose Your Babe Videos @ sms.shsex....
ham,Im good! I have been thinking about you...
spam,u r a winner U ave been specially selected 2 r...
ham,:-) :-)
ham,Not thought bout it... || Drink in tap & spile...
ham,I am going to sleep. I am tired of travel.
ham,"Haha, just what I was thinkin"
ham,Yup but it's not giving me problems now so may...
ham,Lol no. Just trying to make your day a little ...
ham,"How long before you get reply, just defer admi..."
ham,"The word ""Checkmate"" in chess comes from the P..."
ham,Po de :-):):-):-):-). No need job aha.
ham,Rats. Hey did u ever vote for the next themes?
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to ..."
ham,I hope your pee burns tonite.
ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I..."
ham,Yay can't wait to party together!
ham,....photoshop makes my computer shut down.
ham,All boys made fun of me today. Ok i have no pr...
ham,That's one of the issues but california is oka...
spam,PRIVATE! Your 2003 Account Statement for shows...
ham,"Hmmm.... Mayb can try e shoppin area one, but ..."
ham,"Awesome, that gonna be soon or later tonight?"
ham,I need details about that online job.
spam,YOU HAVE WON! As a valued Vodafone customer ou...
ham,Missing you too.pray inshah allah
ham,Pls help me tell Ashley that i cant find her n...
ham,I am in escape theatre now. . Going to watch K...
ham,S.this will increase the chance of winning.
ham,either way works for me. I am &lt;#&gt; year...
ham,Maybe you should find something else to do ins...
ham,Gain the rights of a wife.dont demand it.i am ...
ham,I liked your new house
ham,I'm fine. Hope you are also
ham,"Also north carolina and texas atm, you would j..."
ham,Same to u...
ham,yes baby! I need to stretch open your pussy!
ham,Thanks and ! Or bomb and date as my phone wan...
ham,Ok...
ham,"Hey, a guy I know is breathing down my neck to..."
ham,"""Response"" is one of d powerful weapon 2 occup..."
ham,Nokia phone is lovly..
spam,**FREE MESSAGE**Thanks for using the Auction S...
spam,Bored housewives! Chat n date now! 0871750.77....
ham,Sorry da..today i wont come to play..i have dr...
ham,I'm really sorry I lit your hair on fire
ham,"Oh! Shit, I thought that was your trip! Looooo..."
ham,Okey dokey swashbuckling stuff what oh.
ham,"Watching cartoon, listening music &amp; at eve..."
ham,1. Tension face 2. Smiling face 3. Waste face ...
ham,Dip's cell dead. So i m coming with him. U bet...
ham,Well. You know what i mean. Texting
ham,Hi dis is yijue i would be happy to work wif ¨...
ham,Lol! Oops sorry! Have fun.
ham,Wat happened to the cruise thing
ham,I know dat feelin had it with Pete! Wuld get w...
spam,lyricalladie(21/F) is inviting you to be her f...
ham,The world's most happiest frnds never have the...
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just...
ham,Yeah just open chat and click friend lists. Th...
ham,alright tyler's got a minor crisis and has to ...
ham,When/where do I pick you up
ham,As usual u can call me ard 10 smth.
ham,"New Theory: Argument wins d SITUATION, but los..."
ham,For many things its an antibiotic and it can b...
ham,Poor girl can't go one day lmao
ham,Or just do that 6times
spam,Todays Vodafone numbers ending with 4882 are s...
ham,You have to pls make a note of all she.s expos...
ham,"Japanese Proverb: If one Can do it, U too Can ..."
ham,Sounds like there could be a lot of time spent...
ham,Its worse if if uses half way then stops. Its ...
ham,Miserable. They don't tell u that the side eff...
ham,Send me the new number
ham,Convey my regards to him
spam,Want the latest Video handset? 750 anytime any...
ham,2 and half years i missed your friendship:-)
ham,I cant pick the phone right now. Pls send a me...
ham,Oh for fuck's sake she's in like tallahassee
ham,"Haha, that was the first person I was gonna ask"
spam,"ou are guaranteed the latest Nokia Phone, a 40..."
ham,Taka lor. Wat time u wan 2 come n look 4 us?
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 8713...
ham,"""I;m reaching in another 2 stops."""
ham,"no, i *didn't* mean to post it. I wrote it, an..."
spam,Warner Village 83118 C Colin Farrell in SWAT t...
ham,Will you come online today night
ham,Then anything special?
ham,"I'm in solihull, | do you want anything?"
ham,Will do. Have a good day
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A ...
ham,Love that holiday Monday feeling even if I hav...
ham,I am on the way to tirupur.
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry ..."
ham,You've already got a flaky parent. It'snot sup...
ham,We took hooch for a walk toaday and i fell ove...
ham,"Just dropped em off, omw back now"
spam,This is the 2nd time we have tried 2 contact u...
ham,Sitting in mu waiting for everyone to get out ...
ham,Re your call; You didn't see my facebook huh?
ham,"G says you never answer your texts, confirm/deny"
ham,Its so common hearin How r u? Wat r u doing? H...
ham,Hi Dear Call me its urgnt. I don't know whats ...
ham,Oh yah... We never cancel leh... Haha
ham,We can go 4 e normal pilates after our intro...
ham,Ok... Let u noe when i leave my house.
ham,"Oh yes, why is it like torture watching england?"
ham,Wanna do some art?! :D
ham,Just hopeing that wasn¡®t too pissed up to rem...
spam,Got what it takes 2 take part in the WRC Rally...
spam,"Hi, the SEXYCHAT girls are waiting for you to ..."
ham,"Good morning, my boytoy! How's those yummy lip..."
ham,Match started.india &lt;#&gt; for 2
ham,Once free call me sir.
ham,Hey do you want anything to buy:)
ham,"Hey babe, how's it going ? Did you ever figure..."
ham,K..k.:)congratulation ..
ham,G wants to know where the fuck you are
ham,No it was cancelled yeah baby! Well that sound...
ham,Tomarrow i want to got to court. At &lt;DECIM...
ham,? go home liao? Ask dad to pick me up at 6...
ham,Omg you can make a wedding chapel in frontierv...
ham,"I'm eatin now lor, but goin back to work soon...."
ham,Check mail.i have mailed varma and kept copy t...
ham,Wrong phone! This phone! I answer this one but...
ham,Anyway I don't think I can secure anything up ...
ham,I'm already back home so no probably not
spam,Great News! Call FREEFONE 08006344447 to claim...
spam,"Hi this is Amy, we will be sending you a free ..."
ham,I am in bus on the way to calicut
ham,Hi its me you are probably having too much fun...
ham,hi baby im sat on the bloody bus at the mo and...
spam,"Welcome to Select, an O2 service with added be..."
ham,I lost 4 pounds since my doc visit last week w...
ham,U coming back 4 dinner rite? Dad ask me so i r...
ham,Doing my masters. When will you buy a bb cos i...
ham,Ahhhh...just woken up!had a bad dream about u ...
ham,I'm vivek:)i got call from your number.
ham,Why didn't u call on your lunch?
ham,"What i mean was i left too early to check, cos..."
ham,I want &lt;#&gt; rs da:)do you have it?
ham,"A bit of Ur smile is my hppnss, a drop of Ur t..."
ham,Yup ok...
ham,I want to see your pretty pussy...
spam,Dear Voucher holder Have your next meal on us....
ham,"A few people are at the game, I'm at the mall ..."
spam,URGENT! We are trying to contact U. Todays dra...
spam,You can donate ?2.50 to UNICEF's Asian Tsunami...
ham,Future is not what we planned for tomorrow.......
ham,I will cme i want to go to hos 2morow. After t...
ham,We are supposed to meet to discuss abt our tri...
ham,Hey come online! Use msn... We are all there
ham,I'm fine. Hope you are good. Do take care.
ham,Oops I was in the shower when u called. Hey a ...
ham,Aiyo u so poor thing... Then u dun wan 2 eat? ...
ham,Yar... I tot u knew dis would happen long ago ...
ham,You are gorgeous! keep those pix cumming :) th...
ham,"A boy was late 2 home. His father: ""POWER OF F..."
ham,JADE ITS PAUL. Y DIDN'T U TXT ME? DO U REMEMBE...
ham,Spending new years with my brother and his fam...
ham,So what u doing today?
ham,I said its okay. Sorry
ham,Slept? I thinkThis time ( &lt;#&gt; pm) is no...
ham,Networking job is there.
spam,goldviking (29/M) is inviting you to be his fr...
ham,Dont let studying stress you out. L8r.
ham,That's y u haf 2 keep me busy...
ham,No rushing. I'm not working. I'm in school so ...
ham,Which channel:-):-):):-).
ham,So your telling me I coulda been your real Val...
spam,Phony ?350 award - Todays Voda numbers ending ...
ham,We made it! Eta at taunton is 12:30 as planned...
ham,I'm hungry buy smth home...
ham,"""HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WED..."
ham,My drive can only be read. I need to write
ham,"Just looked it up and addie goes back Monday, ..."
ham,Happy new year. Hope you are having a good sem...
ham,Esplanade lor. Where else...
ham,Can you talk with me..
ham,"Hmph. Go head, big baller."
ham,Well its not like you actually called someone ...
ham,"Nope. Since ayo travelled, he has forgotten hi..."
ham,You still around? Looking to pick up later
spam,CDs 4u: Congratulations ur awarded ?500 of CD ...
ham,There's someone here that has a year &lt;#&gt...
ham,Guess which pub im in? Im as happy as a pig in...
ham,ILL B DOWN SOON
ham,Oh k. . I will come tomorrow
ham,Go fool dont cheat others ok
ham,My mobile number.pls sms ur mail id.convey reg...
ham,"By the way, 'rencontre' is to meet again. Moun..."
spam,You have WON a guaranteed ?1000 cash or a ?200...
ham,U attend ur driving lesson how many times a wk...
ham,"Uncle G, just checking up on you. Do have a re..."
ham,Hello boytoy ! Geeee ... I'm missing you today...
ham,I think the other two still need to get cash b...
ham,Hey gals...U all wanna meet 4 dinner at n¨¬te?
spam,Dear 0776xxxxxxx U've been invited to XCHAT. T...
ham,Babe ! What are you doing ? Where are you ? Wh...
ham,Great! How is the office today?
ham,"It's cool, we can last a little while. Getting..."
ham,:-( sad puppy noise
ham,Yes its possible but dint try. Pls dont tell t...
ham,Anyway holla at me whenever you're around beca...
ham,Where you. What happen
ham,I was gonna ask you lol but i think its at 7
spam,Ur cash-balance is currently 500 pounds - to m...
spam,PRIVATE! Your 2003 Account Statement for shows...
ham,Go chase after her and run her over while she'...
spam,I'd like to tell you my deepest darkest fantas...
ham,Is there coming friday is leave for pongal?do ...
ham,Hey... Very inconvenient for your sis a not huh?
ham,Ok i vl..do u know i got adsense approved..
ham,* Was really good to see you the other day dud...
ham,I want to go to perumbavoor
ham,How many times i told in the stage all use to ...
spam,You won't believe it but it's true. It's Incre...
ham,(You didn't hear it from me)
ham,Thanks for being there for me just to talk to ...
ham,Pls clarify back if an open return ticket that...
spam,Natalie (20/F) is inviting you to be her frien...
ham,She ran off with a younger man. we will make p...
spam,Jamster! To get your free wallpaper text HEART...
ham,O ic lol. Should play 9 doors sometime yo
ham,"Dunno, my dad said he coming home 2 bring us o..."
ham,We have sent JD for Customer Service cum Accou...
ham,Desires- u going to doctor 4 liver. And get a ...
ham,Hmmm.still we dont have opener?
ham,Yeah so basically any time next week you can g...
ham,"Edison has rightly said, ""A fool can ask more ..."
ham,I will vote for wherever my heart guides me
ham,With my sis lor... We juz watched italian job.
ham,"Tick, tick, tick .... Where are you ? I could ..."
ham,Lmao you know me so well...
spam,Double Mins & Double Txt & 1/2 price Linerenta...
ham,Am on a train back from northampton so i'm afr...
ham,Goodnight da thangam I really miss u dear.
ham,Hey next sun 1030 there's a basic yoga course....
ham,"Geeeee ... Your internet is really bad today, ..."
spam,Free video camera phones with Half Price line ...
ham,I think i am disturbing her da
ham,"Sorry, I'll call you later. I am in meeting sir."
ham,Havent stuck at orchard in my dad's car. Going...
ham,Ok i also wan 2 watch e 9 pm show...
ham,I dunno lei... Like dun haf...
ham,But your brother transfered only &lt;#&gt; +...
ham,I calls you later. Afternoon onwords mtnl serv...
spam,83039 62735=?450 UK Break AccommodationVoucher...
ham,Talk to g and x about that
ham,Hai dear friends... This is my new &amp; prese...
spam,5p 4 alfie Moon's Children in need song on ur ...
ham,As in different styles?
spam,WIN a ?200 Shopping spree every WEEK Starting ...
ham,Gud ni8 dear..slp well..take care..swt dreams....
ham,I want to sent &lt;#&gt; mesages today. Thats...
spam,"This is the 2nd attempt to contract U, you hav..."
ham,"Well, i'm glad you didn't find it totally disa..."
ham,"Guy, no flash me now. If you go call me, call ..."
spam,Do you want a New Nokia 3510i colour phone Del...
ham,Mark works tomorrow. He gets out at 5. His wor...
ham,"""Keep ur problems in ur heart, b'coz nobody wi..."
ham,"Yeah, give me a call if you've got a minute"
ham,"""HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VI..."
ham,Amazing : If you rearrange these letters it gi...
ham,Aiya we discuss later lar... Pick ¨¹ up at 4 i...
ham,Hey happy birthday...
ham,Sorry i missed your call. Can you please call ...
ham,Omg if its not one thing its another. My cat h...
ham,"Good morning, im suffering from fever and dyse..."
ham,I wont do anything de.
ham,What type of stuff do you sing?
ham,"St andre, virgil's cream"
ham,No no. I will check all rooms befor activities
ham,"My fri ah... Okie lor,goin 4 my drivin den go ..."
ham,Gokila is talking with you aha:)
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged..."
ham,K.k.this month kotees birthday know?
ham,But i'm really really broke oh. No amount is t...
ham,Sorry about that this is my mates phone and i ...
spam,TheMob>Hit the link to get a premium Pink Pant...
ham,"Ah, well that confuses things, doesnt it? I th..."
ham,"Aight, call me once you're close"
ham,Nope thats fine. I might have a nap tho!
spam,This msg is for your mobile content order It h...
ham,In other news after hassling me to get him wee...
ham,A Boy loved a gal. He propsd bt she didnt mind...
ham,I wnt to buy a BMW car urgently..its vry urgen...
ham,Ding me on ya break fassyole! Blacko from londn
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM U...
ham,The sign of maturity is not when we start sayi...
ham,Oh you got many responsibilities.
spam,You have 1 new message. Please call 08715205273
ham,I've reached sch already...
spam,December only! Had your mobile 11mths+? You ar...
ham,U definitely need a module from e humanities d...
ham,Argh why the fuck is nobody in town ;_;
spam,"Get 3 Lions England tone, reply lionm 4 mono o..."
ham,Thanks. Fills me with complete calm and reassu...
ham,Aslamalaikkum....insha allah tohar beeen muht ...
ham,Are you driving or training?
ham,Lol for real. She told my dad I have cancer
spam,PRIVATE! Your 2003 Account Statement for 078
ham,"Oops I did have it, &lt;#&gt; ?"
ham,"""NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 ..."
ham,"Hi Chikku, send some nice msgs"
ham,He is impossible to argue with and he always t...
ham,After my work ah... Den 6 plus lor... U workin...
ham,"To the wonderful Okors, have a great month. We..."
ham,Cuz ibored. And don wanna study
ham,Wot about on wed nite I am 3 then but only til 9!
ham,"Rose for red,red for blood,blood for heart,hea..."
ham,Any way where are you and what doing.
ham,That sucks. I'll go over so u can do my hair. ...
ham,it's still not working. And this time i also t...
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat ..."
ham,Sday only joined.so training we started today:)
ham,Sorry * was at the grocers.
ham,There are some nice pubs near here or there is...
spam,YOU VE WON! Your 4* Costa Del Sol Holiday or ?...
ham,Yup... I havent been there before... You want ...
ham,Oh shut it. Omg yesterday I had a dream that I...
ham,Yeah I imagine he would be really gentle. Unli...
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile ...
ham,Now that you have started dont stop. Just pray...
ham,Hi darlin im on helens fone im gonna b up the ...
ham,I'm in office now da:)where are you?
ham,Aiyar u so poor thing... I give u my support k...
ham,Oh unintentionally not bad timing. Great. Fing...
spam,Get your garden ready for summer with a FREE s...
ham,K..then come wenever u lik to come and also te...
ham,Pls call me da. What happen.
ham,Happy new year to u and ur family...may this n...
ham,No problem with the renewal. I.ll do it right ...
ham,Idk. I'm sitting here in a stop and shop parki...
ham,Haven't left yet so probably gonna be here til...
ham,"Like &lt;#&gt; , same question"
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WIT...
ham,"Sir, I need Velusamy sir's date of birth and c..."
ham,K k:) sms chat with me.
ham,I will come with karnan car. Please wait till ...
ham,No but the bluray player can
ham,Ok... Then r we meeting later?
ham,Lol no. I just need to cash in my nitros. Hurr...
ham,Just send a text. We'll skype later.
ham,Ok leave no need to ask
spam,Congrats 2 mobile 3G Videophones R yours. call...
ham,? still got lessons? ? in sch?
ham,Y she dun believe leh? I tot i told her it's t...
ham,Oh did you charge camera
ham,"I¡®ve got some salt, you can rub it in my open..."
ham,Now i'm going for lunch.
ham,I'm in school now n i'll be in da lab doing so...
ham,Oh k. . I will come tomorrow
ham,"Aight, text me tonight and we'll see what's up"
ham,U 2.
ham,Water logging in desert. Geoenvironmental impl...
ham,Raji..pls do me a favour. Pls convey my Birthd...
ham,Company is very good.environment is terrific a...
ham,Very strange. and are watching the 2nd one n...
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 a...
ham,"Hi hope u r both ok, he said he would text and..."
ham,Babe! I fucking love you too !! You know? Fuck...
ham,K sure am in my relatives home. Sms me de. Pls:-)
ham,I sent them. Do you like?
ham,"Fuuuuck I need to stop sleepin, sup"
ham,I'm in town now so i'll jus take mrt down later.
ham,I just cooked a rather nice salmon a la you
ham,I uploaded mine to Facebook
ham,WHAT TIME U WRKIN?
ham,Okie
spam,ree entry in 2 a weekly comp for a chance to w...
spam,Our records indicate u maybe entitled to 5000 ...
ham,"Sorry, I'll call later"
ham,Oh oh... Den muz change plan liao... Go back h...
ham,"It's wylie, you in tampa or sarasota?"
ham,Ok... Take ur time n enjoy ur dinner...
ham,Darren was saying dat if u meeting da ge den w...
spam,Spook up your mob with a Halloween collection ...
ham,I like cheap! But i¡®m happy to splash out on ...
ham,She.s fine. I have had difficulties with her p...
ham,Ugh my leg hurts. Musta overdid it on mon.
spam,Call Germany for only 1 pence per minute! Call...
spam,YOU VE WON! Your 4* Costa Del Sol Holiday or ?...
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
ham,Me fine..absolutly fine
ham,How come she can get it? Should b quite diff t...
spam,Had your mobile 11mths ? Update for FREE to Or...
ham,I will reach ur home in &lt;#&gt; minutes
ham,"Babe, I'm answering you, can't you see me ? Ma..."
ham,Hi.what you think about match?
ham,"I know you are thinkin malaria. But relax, chi..."
ham,Dai i downloaded but there is only exe file wh...
ham,It is only yesterday true true.
ham,K.k.how is your business now?
ham,3 pa but not selected.
spam,Natalja (25/F) is inviting you to be her frien...
ham,I keep ten rs in my shelf:) buy two egg.
ham,I am late. I will be there at
ham,Well thats nice. Too bad i cant eat it
ham,I accidentally brought em home in the box
ham,Pls she needs to dat slowly or she will vomit ...
ham,I have to take exam with in march 3
ham,"Jane babes not goin 2 wrk, feel ill after lst ..."
ham,5 nights...We nt staying at port step liao...T...
ham,If I die I want u to have all my stuffs.
ham,"""OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE ..."
ham,Smile in Pleasure Smile in Pain Smile when tro...
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,I re-met alex nichols from middle school and i...
spam,PRIVATE! Your 2003 Account Statement for <fone...
ham,It means u could not keep ur words.
ham,"Nope, I'm still in the market"
ham,I realise you are a busy guy and i'm trying no...
spam,YOU ARE CHOSEN TO RECEIVE A ?350 AWARD! Pls ca...
ham,Hey what how about your project. Started aha da.
ham,Ok cool. See ya then.
ham,Am on the uworld site. Am i buying the qbank o...
ham,Your opinion about me? 1. Over 2. Jada 3. Kusr...
spam,Someonone you know is trying to contact you vi...
ham,Yeah I can still give you a ride
